mine_id,relationship,company
41579,owner,Kangra Coal Ltd
41580,operator,Kangra Coal Ltd
41580,owner,Kangra Coal Ltd
41581,operator,Unnamed Owner
41581,owner,Unnamed Owner
41582,operator,NA
41582,owner,NA
41584,operator,Unnamed Owner
41584,owner,Unnamed Owner
41586,operator,Sumo Coal (Pty) Ltd.
41586,owner,Sumo Coal (Pty) Ltd.
41590,operator,Mining Contractors VHD
41590,owner,Mining Contractors VHD
41591,operator,Elcoal Mining Company (Pty) Ltd
41591,owner,Elcoal Mining Company (Pty) Ltd
41592,operator,Cia Riograndense de Mineracao
41592,owner,Cia Riograndense de Mineracao
41602,operator,Sundance Resources Limited
41602,owner,Sundance Resources Limited
41607,operator,Indoverse Czech Coal Investment Ltd
41607,owner,Indoverse Czech Coal Investment Ltd
41608,operator,Indoverse Czech Coal Investment Ltd
41608,owner,Indoverse Czech Coal Investment Ltd
41609,operator,Indoverse Czech Coal Investment Ltd
41609,owner,Indoverse Czech Coal Investment Ltd
41616,operator,Rising Star
41616,owner,Abot Mining Co
41617,operator,"Jinneng Holding Shanxi Coal Industry Co.,ltd."
41617,owner,"Jinneng Holding Shanxi Coal Industry Co.,ltd."
41620,operator,Mosaic Company
41620,owner,Mosaic Company
41621,operator,Mosaic Company
41621,owner,Mosaic Company
41622,operator,Mosaic Company
41622,owner,Mosaic Company
41623,operator,Mosaic Company
41623,owner,Mosaic Company
41624,operator,Mosaic Company
41624,owner,Mosaic Company
41625,operator,Fenxi Mining (Group) Co Ltd
41625,owner,Fenxi Mining (Group) Co Ltd
41626,operator,Fenxi Mining (Group) Co Ltd
41626,owner,Fenxi Mining (Group) Co Ltd
41627,operator,"Jizhong Energy Fengfeng Group Co.,Ltd"
41627,owner,"Jizhong Energy Fengfeng Group Co.,Ltd"
41628,operator,"Shanxi Coking Coal Group Co., Ltd."
41628,owner,"Shanxi Caihui Capital Management Co., Ltd."
41629,operator,Eurasian Natural Resources Corporation Limited
41629,owner,Eurasian Resources Group S.à r.l.
41630,operator,Jizhong Energy Group Company Limited
41630,owner,Jizhong Energy Group Company Limited
41632,operator,Hebi Coal and Electricity Co. Ltd.
41632,owner,Hebi Coal and Electricity Co. Ltd.
41633,operator,Huadian Power International Corporation Limited
41633,owner,Government of China
41634,operator,Huadian Power International Corporation Limited
41634,owner,Government of China
41635,operator,Unnamed Owner
41635,owner,Unnamed Owner
41636,operator,Unnamed Owner
41636,owner,Unnamed Owner
41637,operator,????????????
41637,owner,????????????
41638,operator,"Huozhou Coal Electricity Group Co., Ltd."
41638,owner,"Huozhou Coal Electricity Group Co., Ltd."
41639,operator,"Anyuan Coal Industry Group Co., Ltd."
41639,owner,"Anyuan Coal Industry Group Co., Ltd."
41643,operator,Resolute Mining Limited
41643,owner,Resolute Mining Limited
41645,operator,Singareni Collieries Co (SCCL)
41645,owner,Singareni Collieries Co (SCCL)
41650,operator,NA
41650,owner,NA
41651,operator,Singareni Collieries Co (SCCL)
41651,owner,Singareni Collieries Co (SCCL)
41652,operator,Singareni Collieries Co (SCCL)
41652,owner,Singareni Collieries Co (SCCL)
41653,operator,Singareni Collieries Co (SCCL)
41653,owner,Singareni Collieries Co (SCCL)
41656,operator,Singareni Collieries Co (SCCL)
41656,owner,Singareni Collieries Co (SCCL)
41659,operator,Singareni Collieries Co (SCCL)
41659,owner,Singareni Collieries Co (SCCL)
41660,operator,Singareni Collieries Co (SCCL)
41660,owner,Singareni Collieries Co (SCCL)
41664,operator,Singareni Collieries Co (SCCL)
41664,owner,Singareni Collieries Co (SCCL)
41666,operator,Singareni Collieries Co (SCCL)
41666,owner,Singareni Collieries Co (SCCL)
41667,operator,Singareni Collieries Co (SCCL)
41667,owner,Singareni Collieries Co (SCCL)
41668,operator,Singareni Collieries Co (SCCL)
41668,owner,Singareni Collieries Co (SCCL)
41669,operator,Singareni Collieries Co (SCCL)
41669,owner,Singareni Collieries Co (SCCL)
41670,operator,Singareni Collieries Co (SCCL)
41670,owner,Singareni Collieries Co (SCCL)
41671,operator,Singareni Collieries Co (SCCL)
41671,owner,Singareni Collieries Co (SCCL)
41672,operator,Singareni Collieries Co (SCCL)
41672,owner,Singareni Collieries Co (SCCL)
41674,operator,Singareni Collieries Co (SCCL)
41674,owner,Singareni Collieries Co (SCCL)
41680,operator,Bloomfield Group
41680,owner,Bloomfield Group
41681,operator,Bloomfield Group
41681,owner,Bloomfield Group
41682,operator,Shoalhaven Coal Pty Ltd
41682,owner,Shoalhaven Coal Pty Ltd
41683,operator,Shoalhaven Coal Pty Ltd
41683,owner,Shoalhaven Coal Pty Ltd
41685,operator,NA
41685,owner,NA
41687,operator,Enhance Place Pty Ltd
41687,owner,EnergyAustralia Pty Ltd
41690,operator,PT Indo Modern Mining Sejahtera
41690,owner,PT Indo Modern Mining Sejahtera
41694,operator,Idemitsu Australia Resources Pty Ltd
41694,owner,"Idemitsu Kosan Co.,Ltd."
41695,operator,Idemitsu Australia Resources Pty Ltd
41695,owner,"Idemitsu Kosan Co.,Ltd."
41696,operator,GDF Suez
41696,owner,GDF Suez
41704,operator,"Geofoscal Comercio, Industria, Representacoes e Transporte de Produtos Agropecua"
41704,owner,"Geofoscal Comercio, Industria, Representacoes e Transporte de Produtos Agropecua"
41706,operator,China Shenhua Energy Company Limited
41706,owner,China Shenhua Energy Company Limited
41711,operator,Delta Coal
41711,owner,Delta Coal
41713,operator,Monash Energy
41713,owner,Monash Energy
41714,operator,"PT Bayan Resources, Tbk."
41714,owner,"PT Bayan Resources, Tbk."
41715,operator,EnergyAustralia Pty Ltd
41715,owner,EnergyAustralia Pty Ltd
41729,operator,Empresa Nacional de Minera
41729,owner,Empresa Nacional de Minera
41749,operator,Riversdale Resources Limited
41749,owner,Riversdale Resources Limited
41753,operator,"Casablanca Mining, Ltd."
41753,owner,"Casablanca Mining, Ltd."
41754,operator,Arara Mining
41754,owner,Arara Mining
41759,operator,NA
41759,owner,NA
41763,operator,Up Energy Development Group Limited
41763,owner,Up Energy Development Group Limited
41764,operator,Up Energy Development Group Limited
41764,owner,Up Energy Development Group Limited
41765,operator,Up Energy Development Group Limited
41765,owner,Up Energy Development Group Limited
41769,operator,Yacimientos Carboniferos Rio Turbio SA
41769,owner,Argentine Republic
41771,operator,Kinetic Mines and Energy Limited
41771,owner,Kinetic Mines and Energy Limited
41778,operator,Hillsborough Resources Limited
41778,owner,Vitol Holding B.V.
41786,operator,NA
41786,owner,Societe Nouvelle des Phosphates du Togo
41791,operator,PJSC Acron
41791,owner,PJSC Acron
41792,operator,"Revelation Energy, LLC"
41792,owner,"Revelation Energy, LLC"
41801,operator,"Yunnan Luoping Zinc & Electricity Co., Ltd."
41801,owner,"Yunnan Luoping Zinc & Electricity Co., Ltd."
41802,operator,"Yunnan Luoping Zinc & Electricity Co., Ltd."
41802,owner,"Yunnan Luoping Zinc & Electricity Co., Ltd."
41806,operator,"Longkou Coal and Electricity Co., Ltd."
41806,owner,"Longkou Coal and Electricity Co., Ltd."
41808,operator,"Longkou Coal and Electricity Co., Ltd."
41808,owner,Unnamed Owner
41816,operator,"National Energy Group Ningxia Coal Industry Co., Ltd."
41816,owner,China Energy Investment Corporation Limited
41817,operator,"Guizhou Panjiang Refined Coal Co., Ltd."
41817,owner,"Guizhou Panjiang Refined Coal Co., Ltd."
41818,operator,"Pingdingshan Tianan Coal. Mining Co., Ltd."
41818,owner,"Pingdingshan Tianan Coal. Mining Co., Ltd."
41819,operator,Coronado Global Resources Inc.
41819,owner,Coronado Global Resources Inc.
41823,operator,CONSOL Energy Inc.
41823,owner,CONSOL Energy Inc.
41824,operator,Murray Energy Corporation
41824,owner,Murray Energy Corporation
41825,operator,Murray Energy Corporation
41825,owner,Murray Energy Corporation
41826,operator,Murray Energy Corporation
41826,owner,Murray Energy Corporation
41827,operator,Murray Energy Corporation
41827,owner,Murray Energy Corporation
41828,operator,Murray Energy Corporation
41828,owner,Murray Energy Corporation
41829,operator,NA
41829,owner,NA
41830,operator,NA
41830,owner,NA
41831,operator,NA
41831,owner,NA
41832,operator,NA
41832,owner,Unnamed Owner
41833,operator,NA
41833,owner,James C Justice Companies Inc
41834,operator,"Ramaco Resources, Inc."
41834,owner,"Ramaco Resources, Inc."
41835,operator,Murray Energy Corporation
41835,owner,Murray Energy Corporation
41836,operator,NA
41836,owner,NA
41838,operator,NA
41838,owner,NA
41839,operator,"Southeastern Land, LLC"
41839,owner,"Southeastern Land, LLC"
41840,operator,NA
41840,owner,NA
41841,operator,Westmoreland Coal Company
41841,owner,Westmoreland Coal Company
41842,operator,"Southeastern Land, LLC"
41842,owner,"Southeastern Land, LLC"
41843,operator,"Southeastern Land, LLC"
41843,owner,"Southeastern Land, LLC"
41844,operator,Western Allegheny Energy LLC
41844,owner,Rosebud Mining Company
41862,operator,NA
41862,owner,NA
41863,operator,Escom Investimentos e Participacoes SA
41863,owner,Escom Investimentos e Participacoes SA
41871,operator,NA
41871,owner,NA
41872,operator,Unnamed Owner
41872,owner,Yanzhou Coal Mining Company Limited
41873,operator,Jiexiu Coal
41873,owner,Jiexiu Coal
41874,operator,Jiexiu Coal
41874,owner,Jiexiu Coal
41875,operator,Shuangyashan Yatai Coal Co Ltd
41875,owner,Shuangyashan Yatai Coal Co Ltd
41876,operator,Shuangyashan Yatai Coal Co Ltd
41876,owner,Shuangyashan Yatai Coal Co Ltd
41877,operator,Shuangyashan Yatai Coal Co Ltd
41877,owner,Shuangyashan Yatai Coal Co Ltd
41879,operator,Wanbei Coal Power Group
41879,owner,Wanbei Coal Power Group
41880,operator,Xinjiang Natural Energy Group Co Ltd
41880,owner,Xinjiang Natural Energy Group Co Ltd
41881,operator,Xinjiang Natural Energy Group Co Ltd
41881,owner,Xinjiang Natural Energy Group Co Ltd
41883,operator,"Zhengzhou Coal Industry(Group)Co.,Ltd."
41883,owner,"Zhengzhou Coal Industry(Group)Co.,Ltd."
41884,operator,"YiMa Coal Group Co.,Ltd."
41884,owner,"YiMa Coal Group Co.,Ltd."
41885,operator,"Zhangjiakou Shengyuan Mining (Group) Co., Ltd."
41885,owner,"Zhangjiakou Shengyuan Mining (Group) Co., Ltd."
41900,operator,Carbones San Fernando SA
41900,owner,Carbones San Fernando SA
41901,operator,JSC Apatit
41901,owner,PJSC PhosAgro
41909,operator,EuroChem Mineral and Chemical Company OJSC
41909,owner,EuroChem Mineral and Chemical Company OJSC
41912,operator,NA
41912,owner,Ayle Colliery Co Ltd
41921,operator,Carbones de la Guajira SA
41921,owner,Carbones de la Guajira SA
41923,operator,Coal Mining Corp
41923,owner,Coal Mining Corp
41924,operator,PT Allied Indo Coal
41924,owner,PT Allied Indo Coal
41933,operator,QCoal Pty Ltd
41933,owner,QCoal Pty Ltd
41934,operator,QCoal Pty Ltd
41934,owner,QCoal Pty Ltd
41935,operator,QCoal Pty Ltd
41935,owner,QCoal Pty Ltd
41937,operator,Semirara Mining and Power Corporation
41937,owner,Semirara Mining and Power Corporation
41938,operator,Carbhid S.A.S.
41938,owner,Andean Coal (BVI) Ltd.
41939,operator,"Warrior Met Coal, Inc."
41939,owner,"Warrior Met Coal, Inc."
41940,operator,"Seminole Coal Resources, LLC"
41940,owner,"Seminole Coal Resources, LLC"
41941,operator,"Warrior Met Coal, Inc."
41941,owner,"Warrior Met Coal, Inc."
41942,operator,Traxys Projects LP
41942,owner,Traxys Projects LP
41952,operator,NA
41952,owner,Sakhalinugol Executive Company LLC
41953,operator,Sakhalinugol Executive Company LLC
41953,owner,Sakhalinugol Executive Company LLC
41954,operator,LLC Sakhalinugol
41954,owner,LLC Sakhalinugol
41955,operator,LLC Sakhalinugol
41955,owner,LLC Sakhalinugol
41956,operator,LLC Sakhalinugol
41956,owner,LLC Sakhalinugol
41957,operator,LLC Sakhalinugol
41957,owner,LLC Sakhalinugol
41958,operator,LLC Sakhalinugol
41958,owner,LLC Sakhalinugol
41959,operator,LLC Sakhalinugol
41959,owner,LLC Sakhalinugol
41960,operator,NA
41960,owner,LLC Sakhalinugol
41961,operator,LLC Sakhalinugol
41961,owner,Shakhtyorskoye Mining Department LLC
41962,operator,LLC Sakhalinugol
41962,owner,Sakhalinugol Executive Company LLC
41963,operator,LLC Sakhalinugol
41963,owner,LLC Sakhalinugol
41964,operator,Southern USA Resources Inc
41964,owner,Southern USA Resources Inc
41965,operator,Mosbassugol (OJSC)
41965,owner,Mosbassugol (OJSC)
41966,operator,Mosbassugol (OJSC)
41966,owner,Mosbassugol (OJSC)
41967,operator,Mosbassugol (OJSC)
41967,owner,Mosbassugol (OJSC)
41968,operator,Lakhra Coal Development Company Limited
41968,owner,Lakhra Coal Development Company Limited
41969,operator,Vietnam National Coal - Mineral Industries Holding Corporation Limited
41969,owner,Campha Coal Corp
41975,operator,Local Interest
41975,owner,Local Interest
41980,operator,Central Alborz Coal Co
41980,owner,Central Alborz Coal Co
41981,operator,East Alborz Coal Co
41981,owner,East Alborz Coal Co
41982,operator,West Alborz Coal Co
41982,owner,West Alborz Coal Co
41983,operator,Polska Grupa Górnicza sp. z o.o.
41983,owner,Polska Grupa Górnicza sp. z o.o.
41984,operator,Weglokoks Kraj Sp Z O O
41984,owner,Weglokoks Kraj Sp Z O O
41985,operator,Polska Grupa Górnicza sp. z o.o.
41985,owner,Polska Grupa Górnicza sp. z o.o.
41986,operator,TAURON Wydobycie Spolka Akcyjna
41986,owner,Ministry of State Treasury
41987,operator,Polska Grupa Górnicza sp. z o.o.
41987,owner,Polska Grupa Górnicza sp. z o.o.
41988,operator,Polska Grupa Górnicza sp. z o.o.
41988,owner,Polska Grupa Górnicza sp. z o.o.
41989,operator,Polska Grupa Górnicza sp. z o.o.
41989,owner,Polska Grupa Górnicza sp. z o.o.
41990,operator,Jastrz?bska Spó?ka W?glowa S.A.
41990,owner,Jastrz?bska Spó?ka W?glowa S.A.
41991,operator,Polska Grupa Górnicza sp. z o.o.
41991,owner,Polska Grupa Górnicza sp. z o.o.
41992,operator,Polska Grupa Górnicza sp. z o.o.
41992,owner,Polska Grupa Górnicza sp. z o.o.
41993,operator,Weglokoks S.A.
41993,owner,Weglokoks S.A.
41994,operator,Polska Grupa Górnicza sp. z o.o.
41994,owner,Polska Grupa Górnicza sp. z o.o.
41995,operator,Polska Grupa Górnicza sp. z o.o.
41995,owner,Polska Grupa Górnicza sp. z o.o.
41996,operator,Polska Grupa Górnicza sp. z o.o.
41996,owner,Polska Grupa Górnicza sp. z o.o.
41997,operator,Polska Grupa Górnicza sp. z o.o.
41997,owner,Polska Grupa Górnicza sp. z o.o.
42003,operator,EuroSibEnergo PLC
42003,owner,En+ Group International Public Joint-Stock Company
42004,operator,Jastrz?bska Spó?ka W?glowa S.A.
42004,owner,Jastrz?bska Spó?ka W?glowa S.A.
42007,operator,Spolka Restrukturyzacji Kopaln S.A.
42007,owner,Spolka Restrukturyzacji Kopaln S.A.
42008,operator,Polska Grupa Górnicza sp. z o.o.
42008,owner,Polska Grupa Górnicza sp. z o.o.
42009,operator,Polska Grupa Górnicza sp. z o.o.
42009,owner,Polska Grupa Górnicza sp. z o.o.
42010,operator,Polska Grupa Górnicza sp. z o.o.
42010,owner,Polska Grupa Górnicza sp. z o.o.
42011,operator,Katowicki Holding Weglowy S.A.
42011,owner,Katowicki Holding Weglowy S.A.
42012,operator,Highfield Resources Limited
42012,owner,Highfield Resources Limited
42014,operator,Rhino Resource Partners LP
42014,owner,Rhino Resource Partners LP
42015,operator,American Resources Corporation
42015,owner,American Resources Corporation
42016,operator,Unnamed Owner
42016,owner,Unnamed Owner
42017,operator,Rhino Resource Partners LP
42017,owner,Rhino Resource Partners LP
42018,operator,Rhino Resource Partners LP
42018,owner,Rhino Resource Partners LP
42019,operator,Rhino Resource Partners LP
42019,owner,Rhino Resource Partners LP
42020,operator,Rhino Resource Partners LP
42020,owner,Rhino Resource Partners LP
42021,operator,NA
42021,owner,Unnamed Owner
42022,operator,Rhino Resource Partners LP
42022,owner,Rhino Resource Partners LP
42033,operator,Xinjiang Baoli Shenlan Mining
42033,owner,Xinjiang Baoli Shenlan Mining
42041,operator,Kerman Coal Mines Company
42041,owner,Kerman Coal Mines Company
42042,operator,Kerman Coal Mines Company
42042,owner,Kerman Coal Mines Company
42043,operator,NA
42043,owner,NA
42044,operator,Kerman Coal Mines Company
42044,owner,Kerman Coal Mines Company
42045,operator,NA
42045,owner,NA
42046,operator,NA
42046,owner,NA
42047,operator,NA
42047,owner,NA
42048,operator,Kerman Coal Mines Company
42048,owner,Kerman Coal Mines Company
42049,operator,Iranian Mineral Production & Supply Co
42049,owner,Iranian Mineral Production & Supply Co
42055,operator,"Westmoreland Resource Partners, LP"
42055,owner,"Westmoreland Resource Partners, LP"
42056,operator,"Westmoreland Resource Partners, LP"
42056,owner,"Westmoreland Resource Partners, LP"
42057,operator,"Westmoreland Resource Partners, LP"
42057,owner,"Westmoreland Resource Partners, LP"
42058,operator,"Westmoreland Resource Partners, LP"
42058,owner,"Westmoreland Resource Partners, LP"
42059,operator,"Westmoreland Resource Partners, LP"
42059,owner,"Westmoreland Resource Partners, LP"
42060,operator,"Westmoreland Resource Partners, LP"
42060,owner,"Westmoreland Resource Partners, LP"
42061,operator,"Westmoreland Resource Partners, LP"
42061,owner,"Westmoreland Resource Partners, LP"
42062,operator,Rosebud Mining Company
42062,owner,Rosebud Mining Company
42067,operator,TAURON Wydobycie Spolka Akcyjna
42067,owner,Ministry of State Treasury
42068,operator,TAURON Wydobycie Spolka Akcyjna
42068,owner,Ministry of State Treasury
42069,operator,NA
42069,owner,NA
42070,operator,PT Bukit Sunur
42070,owner,PT Bukit Sunur
42071,operator,PT Tanito Harum
42071,owner,PT Tanito Harum
42072,operator,Powerfuel plc
42072,owner,Powerfuel plc
42073,operator,PT Kalimantan Energi Lestari
42073,owner,PT Kalimantan Energi Lestari
42074,operator,Pakistan Mineral Development Corp
42074,owner,Pakistan Mineral Development Corp
42075,operator,NA
42075,owner,NA
42076,operator,Pakistan Mineral Development Corp
42076,owner,Pakistan Mineral Development Corp
42077,operator,Pakistan Mineral Development Corp
42077,owner,Pakistan Mineral Development Corp
42078,operator,NA
42078,owner,Government of Russia
42079,operator,Booth Energy Group
42079,owner,Booth Energy Group
42080,operator,GBM Gold Limited
42080,owner,GBM Gold Limited
42081,operator,NA
42081,owner,NA
42084,operator,PT Kartika Selabumi Mining
42084,owner,PT Kartika Selabumi Mining
42085,operator,PT. Multi Harapan Utama
42085,owner,PT. Multi Harapan Utama
49490,operator,NA
49490,owner,NA
49494,operator,NA
49494,owner,NA
49524,operator,"Yue Da Group (H.K.) Co., Limited"
49524,owner,"Jiangsu Yueda Group Co., Ltd."
49535,operator,Unnamed Owner
49535,owner,Unnamed Owner
49536,operator,NA
49536,owner,NA
49537,operator,NA
49537,owner,NA
49538,operator,NA
49538,owner,NA
49539,operator,NA
49539,owner,NA
49540,operator,NA
49540,owner,NA
49541,operator,Coal Energy S.A.
49541,owner,Coal Energy S.A.
49542,operator,Coal Energy S.A.
49542,owner,Coal Energy S.A.
49543,operator,NA
49543,owner,NA
49546,operator,"OKD, a.s."
49546,owner,New World Resources Plc
49547,operator,Shubarkol Komir JSC
49547,owner,Eurasian Resources Group S.à r.l.
49551,operator,Whitehaven Coal Limited
49551,owner,Whitehaven Coal Limited
49552,operator,"Revelation Energy, LLC"
49552,owner,"Revelation Energy, LLC"
49554,operator,NA
49554,owner,NA
49563,operator,Macedonian Powerplant
49563,owner,Macedonian Powerplant
49565,operator,NA
49565,owner,NA
49566,operator,Severoceské doly a.s.
49566,owner,Czech Republic
49613,operator,Telson Mining Corporation
49613,owner,Telson Mining Corporation
49614,operator,Buffalo Coal Corp.
49614,owner,Buffalo Coal Corp.
49615,operator,NA
49615,owner,NA
49618,operator,Feishang Anthracite Resources Limited
49618,owner,Feishang Anthracite Resources Limited
49619,operator,Government of Ukraine
49619,owner,Government of Ukraine
49620,operator,Government of Ukraine
49620,owner,Government of Ukraine
49621,operator,NA
49621,owner,E.C.M. Energy Coal Mining Company Limited
49622,operator,Kangra Coal Ltd
49622,owner,Kangra Coal Ltd
49623,operator,Severoceské doly a.s.
49623,owner,Czech Republic
49624,operator,National Iranian Copper Industries
49624,owner,National Iranian Copper Industries
49639,operator,Peabody Energy Corporation
49639,owner,Peabody Energy Corporation
49641,operator,NA
49641,owner,Mashala Resources (Pty) Ltd.
49644,operator,"Drummond Company, Inc."
49644,owner,"Drummond Company, Inc."
49645,operator,PGE SA
49645,owner,PGE SA
49646,operator,PGE SA
49646,owner,PGE SA
49659,operator,Superkolong Pty Ltd
49659,owner,Batla Minerals SA
49660,operator,Russian Coal Co
49660,owner,Russian Coal Co
49661,operator,NA
49661,owner,NA
49662,operator,Mechel PAO
49662,owner,Mechel PAO
49664,operator,NA
49664,owner,Krasnoyarsknedra
49666,operator,NA
49666,owner,NA
49670,operator,NA
49670,owner,Federal Subsurface Resources Management Agency
49671,operator,NA
49671,owner,Federal Subsurface Resources Management Agency
49672,operator,Fox Knob Coal Co Inc
49672,owner,U.S. Coal Corporation
49673,operator,NA
49673,owner,Federal Subsurface Resources Management Agency
49674,operator,NA
49674,owner,Federal Subsurface Resources Management Agency
49675,operator,NA
49675,owner,Federal Subsurface Resources Management Agency
49676,operator,NA
49676,owner,Itatugol LLC
49677,operator,NA
49677,owner,Federal Subsurface Resources Management Agency
49678,operator,Ural Mining and Metallurgical Company
49678,owner,Ural Mining and Metallurgical Company
49679,operator,NA
49679,owner,Kamchatnedra
49680,operator,NA
49680,owner,Federal Subsurface Resources Management Agency
49681,operator,NA
49681,owner,Leninskoye Mining Department OJSC
49682,operator,Koks Group
49682,owner,Koks Group
49683,operator,NA
49683,owner,Federal Subsurface Resources Management Agency
49684,operator,NA
49684,owner,Federal Subsurface Resources Management Agency
49687,operator,Siberian Coal Energy Company OJSC
49687,owner,Siberian Coal Energy Company OJSC
49688,operator,NA
49688,owner,Federal Subsurface Resources Management Agency
49689,operator,NA
49689,owner,Federal Subsurface Resources Management Agency
49690,operator,LLC Coal Company Zarechnaya
49690,owner,"UGLETRANS, OOO"
49691,operator,NA
49691,owner,Federal Subsurface Resources Management Agency
49693,operator,Government of Russia
49693,owner,Government of Russia
49694,operator,NA
49694,owner,Irkutsknedra
49695,operator,NA
49695,owner,Irkutsknedra
49696,operator,NA
49696,owner,Federal Subsurface Resources Management Agency
49697,operator,NA
49697,owner,Primornedra
49698,operator,NA
49698,owner,Primornedra
49699,operator,NA
49699,owner,U.S. Coal Corporation
49700,operator,NA
49700,owner,Primornedra
49701,operator,NA
49701,owner,Primornedra
49702,operator,NA
49702,owner,Federal Subsurface Resources Management Agency
49704,operator,NA
49704,owner,Altainedra
49705,operator,NA
49705,owner,Buryatnedra
49706,operator,NA
49706,owner,Inta Coal Mining OJSC
49707,operator,NA
49707,owner,Federal Subsurface Resources Management Agency
49708,operator,NA
49708,owner,Federal Subsurface Resources Management Agency
49709,operator,NA
49709,owner,Federal Subsurface Resources Management Agency
49711,operator,NA
49711,owner,Federal Subsurface Resources Management Agency
49712,operator,NA
49712,owner,Federal Subsurface Resources Management Agency
49713,operator,NA
49713,owner,Federal Subsurface Resources Management Agency
49714,operator,NA
49714,owner,Federal Subsurface Resources Management Agency
49715,operator,NA
49715,owner,Federal Subsurface Resources Management Agency
49716,operator,NA
49716,owner,Federal Subsurface Resources Management Agency
49717,operator,NA
49717,owner,Federal Subsurface Resources Management Agency
49718,operator,NA
49718,owner,Federal Subsurface Resources Management Agency
49719,operator,NA
49719,owner,Yugnedra
49720,operator,NA
49720,owner,Yugnedra
49721,operator,NA
49721,owner,Ugol-ZUMK LLC
49722,operator,NA
49722,owner,Yugnedra
49723,operator,NA
49723,owner,Federal Subsurface Resources Management Agency
49724,operator,NA
49724,owner,Saratovnedra
49725,operator,NA
49725,owner,Sakhalinnedra
49726,operator,NA
49726,owner,Volchansky Ugol CJSC
49727,operator,NA
49727,owner,Federal Subsurface Resources Management Agency
49728,operator,NA
49728,owner,Tulaugol OJSC
49729,operator,NA
49729,owner,Yugranedra
49730,operator,NA
49730,owner,Federal Subsurface Resources Management Agency
49731,operator,NA
49731,owner,Federal Subsurface Resources Management Agency
49732,operator,NA
49732,owner,Federal Subsurface Resources Management Agency
49733,operator,NA
49733,owner,Federal Subsurface Resources Management Agency
49734,operator,U.S. Coal Corporation
49734,owner,U.S. Coal Corporation
49735,operator,NA
49735,owner,Chitanedra
49736,operator,NA
49736,owner,NA
49737,operator,NA
49737,owner,Federal Subsurface Resources Management Agency
49744,operator,PAO Severstal
49744,owner,PAO Severstal
49745,operator,"Warrior Met Coal, Inc."
49745,owner,"Warrior Met Coal, Inc."
49746,operator,"Virginia Conservation Legacy Fund, Inc."
49746,owner,"Virginia Conservation Legacy Fund, Inc."
49749,operator,Adani Enterprises Limited
49749,owner,Adani Enterprises Limited
49750,operator,Adani Enterprises Limited
49750,owner,Chhattisgarh State Government
49757,operator,"Warrior Met Coal, Inc."
49757,owner,"Warrior Met Coal, Inc."
49762,operator,"Warrior Met Coal, Inc."
49762,owner,"Warrior Met Coal, Inc."
49768,operator,NA
49768,owner,NA
49769,operator,NA
49769,owner,NA
49788,operator,"Hornonitrianske Bane Prievidza, A.s."
49788,owner,"Hornonitrianske Bane Zamestnanecka, Akciova Spolocnost (V Skratke Hbz, A.S.)"
49789,operator,Bana Dolina
49789,owner,Bana Dolina
49790,operator,"Bana Cary, A.S."
49790,owner,"Bana Cary, A.S."
49796,operator,"Drummond Company, Inc."
49796,owner,"Drummond Company, Inc."
49797,operator,CarboCoque
49797,owner,CarboCoque
49801,operator,Poly Group
49801,owner,Poly Group
49803,operator,United Kingdom of Great Britain and Northern Ireland
49803,owner,United Kingdom of Great Britain and Northern Ireland
49812,operator,H and S Mining Ltd
49812,owner,H and S Mining Ltd
49821,operator,Republic of Bulgaria
49821,owner,Republic of Bulgaria
49826,operator,Private Interest
49826,owner,Private Interest
49827,operator,Private Interest
49827,owner,Private Interest
49828,operator,Private Interest
49828,owner,Private Interest
49829,operator,Private Interest
49829,owner,Private Interest
49830,operator,Vagledobiv Bobov Dol
49830,owner,Vagledobiv Bobov Dol
49831,operator,Otkrit Vagledobiv
49831,owner,Otkrit Vagledobiv
49832,operator,Balkan MK
49832,owner,Balkan MK
49833,operator,Private Interest
49833,owner,Private Interest
49834,operator,Private Interest
49834,owner,Private Interest
49845,operator,NA
49845,owner,Coto Minero del Narcea SA
49853,operator,Almalyk Mining and Metals Combine
49853,owner,Almalyk Mining and Metals Combine
49864,operator,Jumbo Talent Group Limited
49864,owner,Jumbo Talent Group Limited
49865,operator,Jumbo Talent Group Limited
49865,owner,Jumbo Talent Group Limited
49880,operator,ENDIAMA E.P.
49880,owner,ENDIAMA E.P.
49886,operator,NA
49886,owner,NA
49928,operator,Chengtun Mining Group Co. Ltd
49928,owner,Chengtun Mining Group Co. Ltd
49930,operator,Jordan Phosphate Mines Co. Plc
49930,owner,Jordan Investment Corporation
49931,operator,Jordan Phosphate Mines Co. Plc
49931,owner,Jordan Investment Corporation
49932,operator,Jordan Phosphate Mines Co. Plc
49932,owner,Jordan Investment Corporation
49933,operator,Jordan Phosphate Mines Co. Plc
49933,owner,Jordan Investment Corporation
49941,operator,NA
49941,owner,NA
49942,operator,NA
49942,owner,NA
49954,operator,Gold Fields Limited
49954,owner,Gold Fields Limited
49963,operator,Nord Gold UK Societas
49963,owner,Nord Gold UK Societas
49966,operator,PT Adaro Energy Tbk
49966,owner,PT Adaro Energy Tbk
49967,operator,Tata Steel Limited
49967,owner,Tata Steel Limited
49973,operator,Hargreaves Services Plc
49973,owner,Hargreaves Services Plc
49978,operator,Nan Nan Resources Enterprise Limited
49978,owner,Nan Nan Resources Enterprise Limited
49986,operator,Corporacion Minera Ananea SA
