mine_id,relationship,company
35681,owner,Lucapa Diamond Company Limited
35685,operator,NA
35685,owner,Local Interest
35694,operator,Aranjin Resources Limited
35694,owner,Aranjin Resources Limited
35695,operator,Ormet ZAO
35695,owner,Russian Copper Company
35697,operator,Russian Copper Company
35697,owner,Russian Copper Company
35698,operator,Van Dieman Mines plc
35698,owner,Van Dieman Mines plc
35702,operator,Sumitomo Metal Mining Company Limited
35702,owner,Sumitomo Metal Mining Company Limited
35705,operator,NA
35705,owner,NA
35707,operator,"Yunnan Diqing Nonferrous Metals Co., Ltd."
35707,owner,"Yunnan Copper Co.,Ltd"
35708,operator,"Yunnan Copper Co.,Ltd"
35708,owner,"Yunnan Copper Co.,Ltd"
35715,operator,NA
35715,owner,NA
35720,operator,Harbin Songjiang Copper Group Co Ltd
35720,owner,Harbin Jinyu Mining Co. Ltd
35722,operator,NA
35722,owner,NA
35727,operator,Vale S.A.
35727,owner,Vale S.A.
35734,operator,Mawson West Limited
35734,owner,Mawson West Limited
35737,operator,NA
35737,owner,Private Interest
35738,operator,"Chifeng Chuyuan Mining Industry Co., Ltd."
35738,owner,"Chifeng Chuyuan Mining Industry Co., Ltd."
35742,operator,Hudbay Minerals Inc.
35742,owner,Hudbay Minerals Inc.
35747,operator,Uranium National Co SA Romania
35747,owner,Government of Romania
35748,operator,Uranium National Co SA Romania
35748,owner,Government of Romania
35749,operator,Uranium National Co SA Romania
35749,owner,Government of Romania
35750,operator,NA
35750,owner,NA
35751,operator,Alkane Resources Limited
35751,owner,Alkane Resources Limited
35755,operator,Jiangxi Copper Company Limited
35755,owner,Jiangxi Copper Company Limited
35762,operator,Mount Gibson Iron Limited
35762,owner,Mount Gibson Iron Limited
35770,operator,NA
35770,owner,NA
35780,operator,OZ Minerals Limited
35780,owner,OZ Minerals Limited
35808,operator,Gaisky Gok
35808,owner,Ural Mining and Metallurgical Company
35816,operator,Energy Fuels Inc.
35816,owner,Energy Fuels Inc.
35838,operator,Orla Mining Ltd.
35838,owner,Orla Mining Ltd.
35840,operator,Patagonia Gold Corp.
35840,owner,Patagonia Gold Corp.
35841,operator,Tibet Tianlu Transportation Co Ltd
35841,owner,Tibet Tianlu Transportation Co Ltd
35842,operator,Yunnan Crescent Mining Co Ltd
35842,owner,Redstone Gold Ltd
35843,operator,Yunnan Crescent Mining Co Ltd
35843,owner,Redstone Gold Ltd
35844,operator,Aus Tin Mining Limited
35844,owner,Aus Tin Mining Limited
35845,operator,Henan Huawei Mining Co. Ltd.
35845,owner,Silvercorp Metals Inc.
35851,operator,"Inner Mongolia Weila Situo Mining Industry Co., Ltd."
35851,owner,"Inner Mongolia Weila Situo Mining Industry Co., Ltd."
35852,operator,Bolivar Mining Corp.
35852,owner,Bolivar Mining Corp.
35853,operator,Red River Resources Limited
35853,owner,Red River Resources Limited
35858,operator,Chaarat Gold Holdings Limited
35858,owner,Chaarat Gold Holdings Limited
35867,operator,Private Interest
35867,owner,Private Interest
35871,operator,Silver Bear Resources Plc
35871,owner,Silver Bear Resources Plc
35872,operator,Azergold Closed Joint Stock Company
35872,owner,Azergold Closed Joint Stock Company
35875,operator,NA
35875,owner,NA
35876,operator,Hunan Gold Corporation Limited
35876,owner,Hunan Gold Corporation Limited
35878,operator,"Chifeng Jinhongling Nonferrous Mining Co., Ltd."
35878,owner,"Chifeng Jinhongling Nonferrous Mining Co., Ltd."
35880,operator,Unnamed Owner
35880,owner,Unnamed Owner
35881,operator,Unnamed Owner
35881,owner,Unnamed Owner
35882,operator,Dragon Mining Limited
35882,owner,Dragon Mining Limited
35884,operator,Xinjiang Tacheng International Resources Ltd.
35884,owner,Xinjiang Tacheng International Resources Ltd.
35891,operator,Spearhead Capital Limited
35891,owner,Spearhead Capital Limited
35901,operator,Capricorn Metals Ltd
35901,owner,Capricorn Metals Ltd
35904,operator,"PT Merdeka Copper Gold, Tbk."
35904,owner,"PT Merdeka Copper Gold, Tbk."
35906,operator,Private Interest
35906,owner,Private Interest
35909,operator,Lydian International Limited
35909,owner,Lydian International Limited
35910,operator,Silver Lake Resources Limited
35910,owner,Silver Lake Resources Limited
35914,operator,National Iranian Copper Industries
35914,owner,National Iranian Copper Industries
35930,operator,Korab Resources Limited
35930,owner,Korab Resources Limited
35934,operator,Sylvania Platinum Limited
35934,owner,Sylvania Platinum Limited
35938,operator,Western Areas Limited
35938,owner,Western Areas Limited
35940,operator,Robe River Iron Associates
35940,owner,Rio Tinto
35941,operator,Rio Tinto
35941,owner,Rio Tinto
35943,operator,Fortescue Metals Group Limited
35943,owner,Fortescue Metals Group Limited
35945,operator,Minera IRL Limited
35945,owner,Minera IRL Limited
35947,operator,NA
35947,owner,Jinshi Mining Co
35949,operator,Shougang Group
35949,owner,Shougang Group
35951,operator,"Baotou Iron and Steel (Group) Co., Ltd."
35951,owner,"Baotou Iron and Steel (Group) Co., Ltd."
35954,operator,Private Interest
35954,owner,Private Interest
35957,operator,"Shandong Jinling Mining Co., Ltd."
35957,owner,"Shandong Jinling Mining Co., Ltd."
35966,operator,Hancock Prospecting Pty Limited
35966,owner,Hancock Prospecting Pty Limited
35968,operator,Mount Gibson Iron Limited
35968,owner,Mount Gibson Iron Limited
35970,operator,Venture Minerals Limited
35970,owner,Venture Minerals Limited
35974,operator,Patagonia Gold Corp.
35974,owner,Patagonia Gold Corp.
35975,operator,Uzhuralzoloto OJSC
35975,owner,Uzhuralzoloto OJSC
35978,operator,SAPRO SA
35978,owner,SAPRO SA
35995,operator,PJSC Mining and Metallurgical Company Norilsk Nickel
35995,owner,PJSC Mining and Metallurgical Company Norilsk Nickel
35996,operator,Terra Gold Corporation
35996,owner,"WestMountain Gold, Inc."
35997,operator,Sociedad Punta del Cobre S.A.
35997,owner,Sociedad Punta del Cobre S.A.
35998,operator,National Iranian Copper Industries
35998,owner,National Iranian Copper Industries
36008,operator,Yunnan Zongshen Tianyou Mining Ltd Co
36008,owner,Yunnan Zongshen Tianyou Mining Ltd Co
36012,operator,NQ Minerals Plc
36012,owner,NQ Minerals Plc
36024,operator,Russian Copper Company
36024,owner,Russian Copper Company
36026,operator,"Cupric Canyon Capital, LLC"
36026,owner,"Cupric Canyon Capital, LLC"
36040,operator,Kyrgyzstan
36040,owner,Kyrgyzstan
36044,operator,NA
36044,owner,NA
36049,operator,Lingbao Gold Group Company Ltd.
36049,owner,Lingbao Gold Group Company Ltd.
36059,operator,Mincor Resources NL
36059,owner,Mincor Resources NL
36060,operator,Mincor Resources NL
36060,owner,Mincor Resources NL
36065,operator,Lianshan Molybdenum Co Ltd
36065,owner,Lianshan Molybdenum Co Ltd
36066,operator,China Non-ferrous Metal International Mining
36066,owner,China Non-ferrous Metal International Mining
36067,operator,Vantage Goldfields Limited
36067,owner,Vantage Goldfields Limited
36071,operator,Hindustan Zinc Limited
36071,owner,Hindustan Zinc Limited
36073,operator,Silvercorp Metals Inc.
36073,owner,Silvercorp Metals Inc.
36076,operator,Sinosteel Corporation
36076,owner,Sinosteel Corporation
36088,operator,"DiamondTech, Inc."
36088,owner,"DiamondTech, Inc."
36090,operator,CNNC International Limited
36090,owner,CNNC International Limited
36092,operator,"China Shen Zhou Mining & Resources, Inc."
36092,owner,"China Shen Zhou Mining & Resources, Inc."
36093,operator,Rio Tinto
36093,owner,Rio Tinto
36094,operator,Firma Holdings Corp.
36094,owner,Firma Holdings Corp.
36097,operator,Ruxin Co Ltd
36097,owner,Ruxin Co Ltd
36098,operator,Petropavlovsk PLC
36098,owner,Petropavlovsk PLC
36099,operator,Unnamed Owner
36099,owner,Unnamed Owner
36100,operator,"Gansu Yangba Copper Industry Co., Ltd."
36100,owner,Mianyang Gaoxin Industrial Group Inc
36105,operator,Southern Urals Nickel Plant OAO
36105,owner,Mechel PAO
36108,operator,NA
36108,owner,Kun Peng Mining Co Ltd
36112,operator,Strikeforce Mining and Resources Ltd
36112,owner,Basic Element Company
36114,operator,Lingbao Gold Group Company Ltd.
36114,owner,Lingbao Gold Group Company Ltd.
36116,operator,China Nonferrous Mining Corporation Limited
36116,owner,China Nonferrous Mining Corporation Limited
36120,operator,Sibanye-Stillwater Limited
36120,owner,Sibanye-Stillwater Limited
36121,operator,PanAust Limited
36121,owner,PanAust Limited
36123,operator,Private Interest
36123,owner,Private Interest
36124,operator,"China National Gold Group Co., Ltd."
36124,owner,"China National Gold Group Co., Ltd."
36126,operator,Jianxin Group
36126,owner,Jianxin Group
36127,operator,First Quantum Minerals Limited
36127,owner,First Quantum Minerals Limited
36130,operator,Roxgold Inc.
36130,owner,Roxgold Inc.
36135,operator,Canzar Resources Plc
36135,owner,ENDIAMA E.P.
36137,operator,China Daye Non-Ferrous Metals Mining Limited
36137,owner,China Daye Non-Ferrous Metals Mining Limited
36147,operator,Horizonte Minerals Plc
36147,owner,Horizonte Minerals Plc
36153,operator,Corporacion Minera de Bolivia
36153,owner,Corporacion Minera de Bolivia
36163,operator,Manuka Resources Limited
36163,owner,Manuka Resources Limited
36194,operator,Sino-Congo Mining SARL
36194,owner,China Railway Engineering Group Company Limited
36195,operator,Serabi Gold Plc
36195,owner,Serabi Gold Plc
36216,operator,Asa Resource Group Plc
36216,owner,Asa Resource Group Plc
36236,operator,Diamcor Mining Inc.
36236,owner,Diamcor Mining Inc.
36238,operator,Centerra Gold Inc.
36238,owner,Centerra Gold Inc.
36245,operator,KEFI Gold and Copper plc
36245,owner,KEFI Gold and Copper plc
36250,operator,Hochschild Mining Plc
36250,owner,Hochschild Mining Plc
36256,operator,Alloycorp Mining Inc.
36256,owner,Alloycorp Mining Inc.
36262,operator,Shenzhen Zhongjin Lingnan Nonfemet Company Limited
36262,owner,Shenzhen Zhongjin Lingnan Nonfemet Company Limited
36267,operator,Euromax Resources Ltd.
36267,owner,Euromax Resources Ltd.
36273,operator,PT Adaro Energy Tbk
36273,owner,PT Adaro Energy Tbk
36295,operator,NA
36295,owner,Jiguanshan Mining Co
36302,operator,Ferrous Resources Do Brasil Ltda
36302,owner,Vale S.A.
36313,operator,Kirkland Lake Gold Ltd.
36313,owner,Kirkland Lake Gold Ltd.
36332,operator,"Managem, Société Anonyme"
36332,owner,"Managem, Société Anonyme"
36348,operator,Globest Engineering Private Ltd
36348,owner,Globest Engineering Private Ltd
36358,operator,Jinshi Mining Co
36358,owner,Jinshi Mining Co
36360,operator,Yingchang Gold Ore
36360,owner,Yingchang Gold Ore
36362,operator,Compania Minera Nova Ventura
36362,owner,Compania Minera Nova Ventura
36364,operator,Endeavour Mining Corporation
36364,owner,Endeavour Mining Corporation
36369,operator,Fresnillo Plc
36369,owner,Fresnillo Plc
36370,operator,Shandong Iron and Steel Company Limited
36370,owner,Shandong Iron and Steel Company Limited
36371,operator,Evraz Plc
36371,owner,Evraz Plc
36372,operator,ArcelorMittal
36372,owner,ArcelorMittal
36374,operator,"Sunan County Qilianshan Mining Co., Ltd."
36374,owner,"Sunan County Qilianshan Mining Co., Ltd."
36375,operator,Taiyuan Iron Steel Corp
36375,owner,Taiyuan Iron Steel Corp
36378,operator,NA
36378,owner,NA
36383,operator,Alphamin Resources Corporation
36383,owner,Alphamin Resources Corporation
36385,operator,Hainan Qianjinda Molybdenum Mining Co Ltd
36385,owner,Hainan Qianjinda Molybdenum Mining Co Ltd
36386,operator,Austral Gold Limited
36386,owner,Austral Gold Limited
36392,operator,Tata Steel Limited
36392,owner,Tata Steel Limited
36393,operator,Ferrexpo Plc
36393,owner,Ferrexpo Plc
36395,operator,Companhia Siderúrgica Nacional
36395,owner,Companhia Siderúrgica Nacional
36396,operator,Guangxi Bobai O-Mining Co. Ltd.
36396,owner,Guangxi Bobai O-Mining Co. Ltd.
36399,operator,Shalina Resources Ltd
36399,owner,Shalina Resources Ltd
36400,operator,West Wits Mining Limited
36400,owner,West Wits Mining Limited
36407,operator,Taharoa Mining Investments Limited
36407,owner,Taharoa Mining Investments Limited
36408,operator,New Zealand Steel Limited
36408,owner,BlueScope Steel Limited
36409,operator,RH Mining Resources Ltd
36409,owner,Wanfang Group
36422,operator,Funchal Limitada
36422,owner,Funchal Limitada
36423,operator,Taiyuan Iron Steel Corp
36423,owner,Taiyuan Iron Steel Corp
36424,operator,Unnamed Owner
36424,owner,Unnamed Owner
36428,operator,NA
36428,owner,NA
36429,operator,NA
36429,owner,Wuhan Iron And Steel Company Limited
36443,operator,Round Oak Minerals Proprietary Limited
36443,owner,Washington H. Soul Pattinson and Company Limited
36464,operator,Hunan Huangshaping Lead-Zinc Mine
36464,owner,Hunan Huangshaping Lead-Zinc Mine
36465,operator,Public Joint-Stock Company Seligdar
36465,owner,"Trebbia, OOO"
36480,operator,Saudi Arabian Mining Company (Ma’aden)
36480,owner,Saudi Arabian Mining Company (Ma’aden)
36486,operator,"China Nonferrous Metal Mining (Group) Co.,Ltd."
36486,owner,"China Nonferrous Metal Mining (Group) Co.,Ltd."
36495,operator,TNG Limited
36495,owner,TNG Limited
36500,operator,Bassari Resources Limited
36500,owner,Bassari Resources Limited
36505,operator,"Contemporary Amperex Technology Co., Limited"
36505,owner,"Ningde Yongjia Investment Co., Ltd."
36513,operator,Thor Explorations Limited
36513,owner,Thor Explorations Limited
36517,operator,Equinox Gold Corp.
36517,owner,Equinox Gold Corp.
36529,operator,Young Australian Mines Ltd.
36529,owner,Young Australian Mines Ltd.
36545,operator,Mosaic Company
36545,owner,Mosaic Company
36553,operator,Mooiplaats Coal Holdings Proprietary Limited
36553,owner,Mooiplaats Coal Holdings Proprietary Limited
36559,operator,Shanta Gold Limited
36559,owner,Shanta Gold Limited
36581,operator,Private Interest
36581,owner,Private Interest
36586,operator,Nathan River Resources Pte Limited
36586,owner,Nathan River Resources Pte Limited
36592,operator,Otso Gold Corp.
36592,owner,Otso Gold Corp.
36595,operator,Zhongjin Gold Corporation Limited
36595,owner,Zhongjin Gold Corporation Limited
36609,operator,Omolon Gold Mining Company LLC
36609,owner,Polymetal International Plc
36614,operator,Minera Alamos Inc.
36614,owner,Minera Alamos Inc.
36618,operator,Red Metal Resources Ltd.
36618,owner,Red Metal Resources Ltd.
36619,operator,Navoi Mining & Metallurgical Combinat State Company
36619,owner,Mining Department No 5
36621,operator,Islamic Republic of Iran
36621,owner,Islamic Republic of Iran
36622,operator,NA
36622,owner,NA
36624,operator,Karatau Limited Liability Partnership
36624,owner,JSC National Atomic Company Kazatomprom
36632,operator,Navoi Mining & Metallurgical Combinat State Company
36632,owner,Navoi Mining & Metallurgical Combinat State Company
36633,operator,Navoi Mining & Metallurgical Combinat State Company
36633,owner,Navoi Mining & Metallurgical Combinat State Company
36634,operator,Navoi Mining & Metallurgical Combinat State Company
36634,owner,Navoi Mining & Metallurgical Combinat State Company
36641,operator,Wuhan Iron And Steel Company Limited
36641,owner,Wuhan Iron And Steel Company Limited
36661,operator,Zijin Mining Group Company Limited
36661,owner,Zijin Mining Group Company Limited
36662,operator,Heaven-Sent Gold Group Company Limited
36662,owner,Heaven-Sent Gold Group Company Limited
36671,operator,Société Nationale Industrielle et Minière S.A.
36671,owner,Société Nationale Industrielle et Minière S.A.
36672,operator,Debswana Diamond Company (Proprietary) Limited
36672,owner,Debswana Diamond Company (Proprietary) Limited
36673,operator,Mineral Resources Limited
36673,owner,BCI Minerals Limited
36675,operator,Jubilee Metals Group PLC
36675,owner,Jubilee Metals Group PLC
36683,operator,Waratah International (ASIA) Limited
36683,owner,Waratah International (ASIA) Limited
36684,operator,Minera Amalia Ltda
36684,owner,Minera Amalia Ltda
36687,operator,"Virginia Conservation Legacy Fund, Inc."
36687,owner,"Virginia Conservation Legacy Fund, Inc."
36697,operator,Meta Madencilik
36697,owner,Meta Madencilik
36706,operator,NA
36706,owner,NA
36707,operator,NA
36707,owner,NA
36716,operator,Minera Centinela SCM
36716,owner,Antofagasta Plc
36727,operator,MRC 1 Explorations
36727,owner,MRC 1 Explorations
36729,operator,Guangxi Zhuang Autonomous Region
36729,owner,Guangxi Zhuang Autonomous Region
36736,operator,Saudi Arabian Mining Company (Ma’aden)
36736,owner,Saudi Arabian Mining Company (Ma’aden)
36743,operator,African Diamond AB
36743,owner,African Diamond AB
36748,operator,Colombian Natural Resources
36748,owner,Colombian Natural Resources
36749,operator,NA
36749,owner,NA
36751,operator,NA
36751,owner,NA
36752,operator,Private Interest
36752,owner,Private Interest
36753,operator,NA
36753,owner,NA
36755,operator,Private Interest
36755,owner,Private Interest
36759,operator,K+S Potash Canada
36759,owner,K+S Aktiengesellschaft
36766,operator,Merit Success Global Limited
36766,owner,Merit Success Global Limited
36767,operator,Jiangxi Copper Company Limited
36767,owner,Jiangxi Copper Company Limited
36771,operator,Hunan Bureau Of Geology And Mineral Explorat
36771,owner,Hunan Bureau Of Geology And Mineral Explorat
36775,operator,Private Interest
36775,owner,Private Interest
36776,operator,Harbin Songjiang Copper Group Co Ltd
36776,owner,Harbin Jinyu Mining Co. Ltd
36778,operator,JSC National Atomic Company Kazatomprom
36778,owner,JSC National Atomic Company Kazatomprom
36785,operator,Sanfu Mining Co Ltd
36785,owner,Sanfu Mining Co Ltd
36786,operator,Prideful Asset Management Ltd
36786,owner,South American Iron and Steel Corporation Limited
36796,operator,Hancock Prospecting Pty Limited
36796,owner,Hancock Prospecting Pty Limited
36802,operator,Antioquia Gold Inc.
36802,owner,Antioquia Gold Inc.
36806,operator,Kazakh Consortium
36806,owner,Kazakh Consortium
36819,operator,"Shandong Gold Mining Co., Ltd."
36819,owner,"Shandong Gold Mining Co., Ltd."
36821,operator,Mosaic Company
36821,owner,Mosaic Company
36834,operator,NA
36834,owner,NA
36835,operator,National Iranian Copper Industries
36835,owner,National Iranian Copper Industries
36841,operator,Guangxi Pinggui Mining
36841,owner,Government of China
36842,operator,Benxi Steel Group Corporation
36842,owner,Local Interest
36852,operator,Changtai Mining Co Ltd
36852,owner,Changtai Mining Co Ltd
36853,operator,C and K Mining Inc
36853,owner,Korean Consortium
36854,operator,NA
36854,owner,NA
36857,operator,Highland Copper Company Inc.
36857,owner,Highland Copper Company Inc.
36859,operator,Yunnan Bureau Of Geology And Mineral Resources
36859,owner,Yunnan Bureau Of Geology And Mineral Resources
36863,operator,"Shandong Gold Mining Co., Ltd."
36863,owner,"Shandong Gold Mining Co., Ltd."
36877,operator,Volcan Compañía Minera S.A.A.
36877,owner,Volcan Compañía Minera S.A.A.
36881,operator,BHP Group
36881,owner,BHP Group
36882,operator,Fresnillo Plc
36882,owner,Fresnillo Plc
36885,operator,Errazuriz Group
36885,owner,Errazuriz Group
36886,operator,Earthstone Metals Group
36886,owner,Earthstone Metals Group
36889,operator,Erdemir Madencilik San. ve Tic. A.S
36889,owner,Erdemir Madencilik San. ve Tic. A.S
36891,operator,NA
36891,owner,NA
36896,operator,Private Interest
36896,owner,Private Interest
36902,operator,Government of China
36902,owner,Government of China
36905,operator,Global Gold Corporation
36905,owner,Global Gold Corporation
36915,operator,Compania Minera Antapaccay S.A.
36915,owner,Glencore Plc
36920,operator,Uranium One Inc.
36920,owner,Uranium One Inc.
36923,operator,Urumkan
36923,owner,Auriant Mining AB (publ)
36925,operator,Auriant Mining AB (publ)
36925,owner,Auriant Mining AB (publ)
36941,operator,Cia Minera Casapalca
36941,owner,Cia Minera Casapalca
36945,operator,Hancock Prospecting Pty Limited
36945,owner,Hancock Prospecting Pty Limited
36948,operator,Bama Boda Mining Corp
36948,owner,Bama Boda Mining Corp
36972,operator,Serabi Gold Plc
36972,owner,Serabi Gold Plc
36981,operator,Southern Copper Corporation
36981,owner,Southern Copper Corporation
36985,operator,NA
36985,owner,NA
36987,operator,NA
36987,owner,NA
36993,operator,NA
36993,owner,Government of China
36997,operator,Westmoreland Coal Company
36997,owner,Westmoreland Coal Company
37002,operator,Uroven OMR LLP
37002,owner,Uroven OMR LLP
37012,operator,Jiangxi Hongshan Copper Co Ltd
37012,owner,Jiangxi Hongshan Copper Co Ltd
37015,operator,"Zarva Technology Group Co., Ltd."
37015,owner,Jianxin Group
37017,operator,Vitim Mining Cooperative
37017,owner,Vitim Mining Cooperative
37018,operator,Newmont Corporation
37018,owner,Newmont Corporation
37022,operator,Santacruz Silver Mining Ltd.
37022,owner,Santacruz Silver Mining Ltd.
37023,operator,"Yunnan Copper Co.,Ltd"
37023,owner,"Yunnan Copper Co.,Ltd"
37024,operator,"Yunnan Copper Co.,Ltd"
37024,owner,"Yunnan Copper Co.,Ltd"
37027,operator,Zhongjin Gold Corporation Limited
37027,owner,Zhongjin Gold Corporation Limited
37028,operator,Aura Energy Limited
37028,owner,Aura Energy Limited
37036,operator,Chifeng Aolunhua
37036,owner,"Qiao Xing Universal Resources, Inc."
37037,operator,Bathurst Resources Limited
37037,owner,Bathurst Resources Limited
37038,operator,Bathurst Resources Limited
37038,owner,Bathurst Resources Limited
37041,operator,NA
37041,owner,NA
37042,operator,NA
37042,owner,NA
37043,operator,Scandium International Mining Corp.
37043,owner,Scandium International Mining Corp.
37046,operator,NA
37046,owner,NA
37048,operator,Xinjiang Kaidi Mining Co Ltd
37048,owner,Xinjiang Kaidi Mining Co Ltd
37053,operator,NA
37053,owner,NA
37057,operator,Government of China
37057,owner,Government of China
37059,operator,Orocobre Limited
37059,owner,Orocobre Limited
37064,operator,NA
37064,owner,Malaysian Rare Earth Corp Sdn Bhd
37066,operator,Chenzhou Jingui Nonferrous Metals Co Ltd
37066,owner,Chenzhou Jingui Nonferrous Metals Co Ltd
37067,operator,JSC Sevredmet
37067,owner,Lovozersky GOK
37077,operator,NA
37077,owner,Unnamed Owner
37078,operator,NA
37078,owner,NA
37089,operator,Rainbow Rare Earths Limited
37089,owner,Rainbow Rare Earths Limited
37111,operator,NA
37111,owner,NA
37121,operator,NA
37121,owner,People's Government of Gansu Province
37141,operator,NA
37141,owner,NA
37145,operator,Unnamed Owner
37145,owner,Unnamed Owner
37149,operator,Ntshovelo Mining Resources (Proprietary) Limited
37149,owner,Ichor Coal N.V.
37154,operator,Nutrien Ltd.
37154,owner,Nutrien Ltd.
37159,operator,Yunnan Henghao Group
37159,owner,Yunnan Henghao Group
37162,operator,Mineral Resources Limited
37162,owner,Mineral Resources Limited
37168,operator,Steel Authority of India Limited
37168,owner,Steel Authority of India Limited
37169,operator,Steel Authority of India Limited
37169,owner,Steel Authority of India Limited
37170,operator,Steel Authority of India Limited
37170,owner,Steel Authority of India Limited
37171,operator,Steel Authority of India Limited
37171,owner,Steel Authority of India Limited
37172,operator,Steel Authority of India Limited
37172,owner,Steel Authority of India Limited
37173,operator,"Tongling Nonferrous Metals Group Co.,Ltd."
37173,owner,"Tongling Nonferrous Metals Group Co.,Ltd."
37174,operator,Mineral Resources Limited
37174,owner,Mineral Resources Limited
37182,operator,Moolarben Coal Operations Pty Ltd
37182,owner,Yancoal Australia Limited
37184,operator,Verde AgriTech PLC
37184,owner,Verde AgriTech PLC
37195,operator,Sino Prosper (Group) Holdings Limited
37195,owner,Sino Prosper (Group) Holdings Limited
37202,operator,Atop International Group Ltd
37202,owner,Atop International Group Ltd
37208,operator,Green Street Capital Corp.
37208,owner,Green Street Capital Corp.
37212,operator,Green Street Capital Corp.
37212,owner,Green Street Capital Corp.
37213,operator,Green Street Capital Corp.
37213,owner,Green Street Capital Corp.
37218,operator,Ferrous Resources do Brasil S.A.
37218,owner,Vale S.A.
37219,operator,Ferrous Resources do Brasil S.A.
37219,owner,Vale S.A.
37222,operator,PJSC Uralkali
37222,owner,PJSC Uralkali
37224,operator,CJSC Verkhnekamsk Potash Company
37224,owner,PJSC Acron
37225,operator,Nutrien Ltd.
37225,owner,Nutrien Ltd.
37226,operator,K+S Aktiengesellschaft
37226,owner,K+S Aktiengesellschaft
37227,operator,Nutrien Ltd.
37227,owner,Nutrien Ltd.
37228,operator,Nutrien Ltd.
37228,owner,Nutrien Ltd.
37230,operator,EuroChem Mineral and Chemical Company OJSC
37230,owner,EuroChem Mineral and Chemical Company OJSC
37235,operator,Big River Gold Limited
37235,owner,Big River Gold Limited
37242,operator,Hualong Mining Co Ltd
37242,owner,Hualong Mining Co Ltd
37243,operator,NA
37243,owner,NA
37247,operator,NA
37247,owner,NA
37253,operator,Xinjiang Longsheng Mineral Industry Co Ltd
37253,owner,Xinjiang Longsheng Mineral Industry Co Ltd
37261,operator,NA
37261,owner,NA
37273,operator,Honbridge Holdings Limited
37273,owner,Honbridge Holdings Limited
37282,operator,Iran Minerals Production and Supply Co
37282,owner,Iran Minerals Production and Supply Co
37286,operator,Western Resources Corp.
37286,owner,Western Resources Corp.
37292,operator,RioZim Limited
37292,owner,RioZim Limited
37296,operator,Yunnan Tin Company Limited
37296,owner,Yunnan Tin Company Limited
37304,operator,NA
37304,owner,NA
37310,operator,BHP Group
37310,owner,BHP Group
37316,operator,Critical Elements Lithium Corporation
37316,owner,Critical Elements Lithium Corporation
37320,operator,NA
37320,owner,RGC (USA) Minerals Sands Inc
37326,operator,Tianqi Lithium Corporation
37326,owner,"Chengdu Tianqi Industry Group Co., Ltd."
37329,operator,PJSC GV Gold
37329,owner,PJSC GV Gold
37330,operator,NA
37330,owner,NA
37331,operator,Greentogofuel Limited
37331,owner,Greentogofuel Limited
37332,operator,Sun Avenue Partners Corp
37332,owner,Sun Avenue Partners Corp
37334,operator,Mosaic Company
37334,owner,Mosaic Company
37335,operator,Bunge Limited
37335,owner,Bunge Limited
37336,operator,Yara International ASA
37336,owner,Yara International ASA
37339,operator,Mosaic Company
37339,owner,Mosaic Company
37340,operator,Mosaic Company
37340,owner,Mosaic Company
37343,operator,Mosaic Company
37343,owner,Mosaic Company
37344,operator,Mosaic Company
37344,owner,Mosaic Company
37345,operator,Mosaic Company
37345,owner,Mosaic Company
37347,operator,Mosaic Company
37347,owner,Mosaic Company
37348,operator,Mosaic Company
37348,owner,Mosaic Company
37349,operator,Mosaic Company
37349,owner,Mosaic Company
37350,operator,NA
37350,owner,Undisclosed Buyer
37355,operator,Jinchuan Group International Resources Co. Ltd
37355,owner,Jinchuan Group International Resources Co. Ltd
37358,operator,Mineral Resources Limited
37358,owner,Mineral Resources Limited
37363,operator,NA
37363,owner,NA
37366,operator,Unnamed Owner
37366,owner,Unnamed Owner
37382,operator,Unnamed Owner
37382,owner,Unnamed Owner
37383,operator,NA
37383,owner,NA
37384,operator,Sociedad Quimica y Minera de Chile S.A.
37384,owner,Sociedad Quimica y Minera de Chile S.A.
37393,operator,Zimbabwean Iron and Steel Works
37393,owner,Zimbabwean Iron and Steel Works
37395,operator,Resource Generation Limited
37395,owner,Resource Generation Limited
37397,operator,Private Interest
37397,owner,Private Interest
37398,operator,NA
37398,owner,Kingsway Resources Pte Ltd
37399,operator,Novak Holdings Limited
37399,owner,Novak Holdings Limited
37403,operator,Chengyu Vanadium Titano Technology Ltd.
37403,owner,Chengyu Vanadium Titano Technology Ltd.
37405,operator,Chengyu Vanadium Titano Technology Ltd.
37405,owner,Chengyu Vanadium Titano Technology Ltd.
37413,operator,NA
37413,owner,NA
37419,operator,"NEXT SCIENCE Co., Ltd."
37419,owner,"NEXT SCIENCE Co., Ltd."
37425,operator,Unnamed Owner
37425,owner,Unnamed Owner
37443,operator,Desert Eagle Resources Ltd.
37443,owner,Desert Eagle Resources Ltd.
37444,operator,Minera Corianta
37444,owner,Minera Corianta
37445,operator,"Western Mining Co., Ltd."
37445,owner,"Western Mining Co., Ltd."
37459,operator,Luossavaara-Kiirunavaara AB
37459,owner,Luossavaara-Kiirunavaara AB
37460,operator,Luossavaara-Kiirunavaara AB
37460,owner,Luossavaara-Kiirunavaara AB
37461,operator,Luossavaara-Kiirunavaara AB
37461,owner,Luossavaara-Kiirunavaara AB
37465,operator,"Managem, Société Anonyme"
37465,owner,Wanbao Mining Limited
37469,operator,"Jilin Jien Nickel Industry Co., Ltd."
37469,owner,"Jilin Jien Nickel Industry Co., Ltd."
